ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Electric range (km)
10536598,CY,,,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,e5*2007/46*1057*00,LY,S5BB2K,A5BB,LAND ROVER,RANGE ROVER VELAR,M1,M1,1,1968,,171,,2874,1640,1657,DIESEL,M,1999,177,,,,,,,P,2020,
10536599,CY,,,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,e5*2007/46*1057*03,LY,S5BB2L,A5BAA,LAND ROVER,RANGE ROVER VELAR,M1,M1,1,1968,,165,188,2874,1640,1657,DIESEL,M,1999,177,,,,,,,P,2020,
10536600,CY,,,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,e5*2007/46*1057*03,LY,S5BB2L,A5BBA,LAND ROVER,RANGE ROVER VELAR,M1,M1,1,1968,,169,196,2874,1640,1657,DIESEL,M,1999,177,,,,,,,P,2020,
10536601,CY,,,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,e5*2007/46*1057*03,LY,S5BB2L,A5BBA,LAND ROVER,RANGE ROVER VELAR,M1,M1,1,1968,,169,196,2874,1640,1657,DIESEL,M,1999,177,,,,,,,P,2020,
10171659,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*2064*00,F2GC,12AK,DAW50000,B M W,218I,M1,M1,1,1450,,114,144,2670,1565,1565,PETROL,M,1499,103,,,,,,,P,2020,
10171660,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*2064*02,F2GC,12AK,DAW50000,B M W,218I,M1,M1,1,1450,,114,142,2670,1575,1575,PETROL,M,1499,103,,,,,,,P,2020,
10171661,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*2064*02,F2GC,12AK,DAW5000S,B M W,218I,M1,M1,1,1450,,114,144,2670,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171662,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*2064*02,F2GC,12AK,DAW5000S,B M W,218I,M1,M1,1,1450,,114,144,2670,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171663,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*2064*02,F2GC,12AK,DAW5000S,B M W,218I,M1,M1,1,1450,,114,144,2670,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171664,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*2064*02,F2GC,12AK,DAW5000S,B M W,218I,M1,M1,1,1450,,114,144,2670,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171665,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*2064*00,F2GC,12AK,DAW5080S,B M W,218I,M1,M1,1,1450,,117,150,2670,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171666,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*2064*00,F2GC,12AK,DAW5080S,B M W,218I,M1,M1,1,1450,,117,150,2670,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171667,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*0277*21,1C,2H32,DAW400L0,B M W,218I,M1,M1,1,1440,,133,,2690,1521,1556,PETROL,M,1499,100,,,,,,,P,2020,
10171668,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1675*10,F2AT,6S12,1AW500B0,B M W,218I ACTIVE TOURER,M1,M1,1,1475,,120,137,2670,1561,1562,PETROL,M,1499,100,,,,,,,P,2020,
10171669,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1675*04,F2AT,6S12,CAW50000,B M W,218I ACTIVE TOURER,M1,M1,1,1460,,132,,2670,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171670,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1677*08,F2GT,6V72,DAW500K0,B M W,218I GRAN TOURER,M1,M1,1,1520,,125,,2780,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171671,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1677*09,F2GT,6V72,DAW500L0,B M W,218I GRAN TOURER,M1,M1,1,1520,,122,154,2780,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171672,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1677*09,F2GT,6V72,DAW500L0,B M W,218I GRAN TOURER,M1,M1,1,1520,,122,154,2780,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171673,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1677*09,F2GT,6V72,DAW500L0,B M W,218I GRAN TOURER,M1,M1,1,1520,,122,154,2780,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171674,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1677*08,F2GT,6V72,DAW700K0,B M W,218I GRAN TOURER,M1,M1,1,1570,,125,,2780,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171675,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1677*08,F2GT,6V72,DAW700K0,B M W,218I GRAN TOURER,M1,M1,1,1570,,125,,2780,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171676,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1677*08,F2GT,6V72,DAW700K0,B M W,218I GRAN TOURER,M1,M1,1,1570,,125,,2780,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171677,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1677*08,F2GT,6V72,DAW700K0,B M W,218I GRAN TOURER,M1,M1,1,1570,,125,,2780,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171678,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1677*08,F2GT,6V72,DAW700K0,B M W,218I GRAN TOURER,M1,M1,1,1570,,125,,2780,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171679,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1677*08,F2GT,6V72,DAW700K0,B M W,218I GRAN TOURER,M1,M1,1,1570,,125,,2780,1561,1562,PETROL,M,1499,103,,,,,,,P,2020,
10171680,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*04,G3L,72DY,1AW500K0,B M W,318I,M1,M1,1,1565,,120,145,2851,1589,1604,PETROL,M,1998,115,,,,,,,P,2020,
10171681,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*04,G3L,72DY,1AW500K0,B M W,318I,M1,M1,1,1565,,120,145,2851,1589,1604,PETROL,M,1998,115,,,,,,,P,2020,
10171682,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*05,G3L,72DY,1AW500K0,B M W,318I,M1,M1,1,1565,,120,142,2851,1589,1604,PETROL,M,1998,115,,,,,,,P,2020,
10171683,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*05,G3L,72DY,1AW500K0,B M W,318I,M1,M1,1,1565,,120,142,2851,1589,1604,PETROL,M,1998,115,,,,,,,P,2020,
10171684,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*05,G3L,72DY,1AW500K0,B M W,318I,M1,M1,1,1565,,120,142,2851,1589,1604,PETROL,M,1998,115,,,,,,,P,2020,
10171685,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*00,G3L,5V52,DAW50000,B M W,320D,M1,M1,1,1530,,112,,2851,1589,1604,DIESEL,M,1995,140,,,,,,,P,2020,
10171686,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*00,G3L,5V52,DAW50000,B M W,320D,M1,M1,1,1530,,112,,2851,1589,1604,DIESEL,M,1995,140,,,,,,,P,2020,
10171687,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*00,G3L,5V52,DAW50000,B M W,320D,M1,M1,1,1530,,112,,2851,1589,1604,DIESEL,M,1995,140,,,,,,,P,2020,
10171688,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*00,G3L,5V52,DAW50000,B M W,320D,M1,M1,1,1530,,112,,2851,1589,1604,DIESEL,M,1995,140,,,,,,,P,2020,
10171689,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*03,G3L,5V52,DAW500K0,B M W,320D,M1,M1,1,1530,,110,,2851,1589,1604,DIESEL,M,1995,140,,,,,,,P,2020,
10171690,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*2017*00,G3K,6L52,DAW507T0,B M W,320D,M1,M1,1,1660,,118,,2851,1573,1588,DIESEL,M,1995,140,,,,,,,P,2020,
10171691,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*02,G3L,5F32,DAW500K0,B M W,320I,M1,M1,1,1535,,124,,2851,1589,1604,PETROL,M,1998,135,,,,,,,P,2020,
10171692,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*01-w,G3L,5F72,DAW500K0,B M W,320I,M1,M1,1,1525,,126,149,2851,1589,1588,PETROL,M,1998,135,,,,,,,P,2020,
10171693,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*01,G3L,5F72,DAW500K0,B M W,320I,M1,M1,1,1525,,126,,2851,1589,1588,PETROL,M,1998,135,,,,,,,P,2020,
10171694,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*01,G3L,5F72,DAW500K0,B M W,320I,M1,M1,1,1525,,126,,2851,1589,1588,PETROL,M,1998,135,,,,,,,P,2020,
10171695,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*01,G3L,5F72,DAW500K0,B M W,320I,M1,M1,1,1525,,126,,2851,1589,1588,PETROL,M,1998,135,,,,,,,P,2020,
10171696,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*01,G3L,5F72,DAW500K0,B M W,320I,M1,M1,1,1525,,126,,2851,1589,1588,PETROL,M,1998,135,,,,,,,P,2020,
10171697,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*01,G3L,5F72,DAW500K0,B M W,320I,M1,M1,1,1525,,126,,2851,1589,1588,PETROL,M,1998,135,,,,,,,P,2020,
10171698,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*01,G3L,5F72,DAW500K0,B M W,320I,M1,M1,1,1525,,126,,2851,1589,1588,PETROL,M,1998,135,,,,,,,P,2020,
10171699,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*01,G3L,5F72,DAW500K0,B M W,320I,M1,M1,1,1525,,126,,2851,1589,1588,PETROL,M,1998,135,,,,,,,P,2020,
10171700,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*01,G3L,5F72,DAW500K0,B M W,320I,M1,M1,1,1525,,126,,2851,1589,1588,PETROL,M,1998,135,,,,,,,P,2020,
10171701,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1947*01,G3L,5R12,DAW50000,B M W,330I,M1,M1,1,1545,,132,,2851,1573,1588,PETROL,M,1998,190,,,,,,,P,2020,
10171702,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1680*06,FML4,XU72,DAW50000,MINI,COOPER,M1,M1,1,1290,,112,,2567,1501,1501,PETROL,M,1499,,,,,,,,P,2020,
10171703,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1680*04,FML4,XU72,DAW50000,MINI,COOPER,M1,M1,1,1295,,119,,2567,1501,1501,PETROL,M,1499,100,,,,,,,P,2020,
10171704,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1680*06,FML4,XU72,DAW50000,MINI,COOPER,M1,M1,1,1290,,112,,2567,1501,1501,PETROL,M,1499,,,,,,,,P,2020,
10171705,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1680*07,FML4,XU72,DAW500L0,MINI,COOPER,M1,M1,1,1290,,112,136,2567,1501,1501,PETROL,M,1499,100,,,,,,,P,2020,
10171706,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1680*07,FML4,XU72,DAW500L0,MINI,COOPER,M1,M1,1,1290,,112,136,2567,1501,1501,PETROL,M,1499,100,,,,,,,P,2020,
10171707,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1680*06-w,FML4,XU72,DAW500L0,MINI,COOPER,M1,M1,1,1290,,112,135,2567,1501,1501,PETROL,M,1499,100,,,,,,,P,2020,
10171708,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1680*06-w,FML4,XU72,DAW500L0,MINI,COOPER,M1,M1,1,1290,,112,135,2567,1501,1501,PETROL,M,1499,100,,,,,,,P,2020,
10171709,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1680*06-w,FML4,XU72,DAW500L0,MINI,COOPER,M1,M1,1,1290,,112,135,2567,1501,1501,PETROL,M,1499,100,,,,,,,P,2020,
10171710,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1680*06,FML4,XU72,DAW500L0,MINI,COOPER,M1,M1,1,1290,,112,,2567,1501,1501,PETROL,M,1499,100,,,,,,,P,2020,
10171711,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1680*07,FML4,XU72,DHW500L0,MINI,COOPER,M1,M1,1,1260,,115,133,2567,1501,1501,PETROL,M,1499,100,,,,,,,P,2020,
10171712,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1678*07,FML2,XR52,DAW400L0,MINI,COOPER S,M1,M1,1,1290,,122,,2495,1485,1485,PETROL,M,1998,141,,,,,,,P,2020,
10171713,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*09,FMX,22BR,1AW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1505,,120,144,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171714,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*09,FMX,22BR,1AW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1505,,120,144,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171715,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*09,FMX,22BR,1AW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1505,,120,144,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171716,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*09,FMX,22BR,1AW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1505,,120,144,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171717,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*09,FMX,22BR,1AW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1505,,120,144,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171718,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*09,FMX,22BR,1AW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1505,,120,144,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171719,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*09,FMX,22BR,1AW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1505,,120,144,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171720,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*09,FMX,22BR,1AW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1505,,120,144,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171721,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*09,FMX,22BR,1AW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1505,,120,144,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171722,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*09,FMX,22BR,1AW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1505,,120,144,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171723,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*07,FMX,YW32,DAW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1490,,122,,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171724,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*07,FMX,YW32,DAW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1490,,122,,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171725,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*07,FMX,YW32,DAW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1490,,122,,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171726,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*07,FMX,YW32,DAW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1490,,122,,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171727,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*07,FMX,YW32,DAW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1490,,122,,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171728,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*07,FMX,YW32,DAW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1490,,122,,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171729,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*07,FMX,YW32,DAW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1490,,122,,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171730,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*07,FMX,YW32,DAW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1490,,122,,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171731,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*07,FMX,YW32,DAW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1490,,122,,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171732,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*07,FMX,YW32,DAW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1490,,122,,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171733,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*07,FMX,YW32,DAW500B0,MINI,COUNTRYMAN COOPER,M1,M1,1,1490,,122,,2670,1585,1587,PETROL,M,1499,100,,,,,,,P,2020,
10171734,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*05,FMX,YW72,DAW500L0,MINI,COUNTRYMAN COOPER S,M1,M1,1,1540,,138,,2670,1563,1565,PETROL,M,1998,141,,,,,,,P,2020,
10171735,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*05,FMX,YW72,DAW500L0,MINI,COUNTRYMAN COOPER S,M1,M1,1,1540,,138,,2670,1563,1565,PETROL,M,1998,141,,,,,,,P,2020,
10171736,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*05,FMX,YW72,DAW500L0,MINI,COUNTRYMAN COOPER S,M1,M1,1,1540,,138,,2670,1563,1565,PETROL,M,1998,141,,,,,,,P,2020,
10171737,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*05,FMX,YW72,DAW500L0,MINI,COUNTRYMAN COOPER S,M1,M1,1,1540,,138,,2670,1563,1565,PETROL,M,1998,141,,,,,,,P,2020,
10171738,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*05,FMX,YW72,DAW500L0,MINI,COUNTRYMAN COOPER S,M1,M1,1,1540,,138,,2670,1563,1565,PETROL,M,1998,141,,,,,,,P,2020,
10171739,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*08,FMX,YU72,DAW50000,MINI,COUNTRYMAN COOPER SE ALL4,M1,M1,1,1775,,43,41,2670,1563,1565,PETROL/ELECTRIC,P,1499,100,,,,,,,P,2020,
10171740,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1682*07,FMX,YZ92,DAW500LT,MINI,COUNTRYMAN JCW ALL4,M1,M1,1,1675,,159,,2670,1565,1567,PETROL,M,1998,225,,,,,,,P,2020,
10171741,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1679*06-w,FMCA,WJ92,DAW400L0,MINI,JOHN COOPER WORKS,M1,M1,1,1435,,142,165,2495,1485,1485,PETROL,M,1998,170,,,,,,,P,2020,
10171742,CY,,BMW,BMW GMBH,BMW M GMBH,BMW GMBH,e1*2007/46*1678*09,FML2,XR92,DAW400L0,MINI,JOHN COOPER WORKS,M1,M1,1,1340,,142,164,2495,1485,1485,PETROL,M,1998,170,,,,,,,P,2020,
10175959,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0992*07,992,CE22,3400000,PORSCHE,911 TURBO S,M1,M1,1,1715,,254,272,2450,1589,1600,PETROL,M,3745,478,,,,,,,P,2020,
10175960,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*05,9YA,EA22,1705110,PORSCHE,CAYENNE,M1,M1,1,2060,,210,266,2895,1687,1673,PETROL,M,2995,250,,,,,,,P,2020,
10175961,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*05,9YA,EA22,1705110,PORSCHE,CAYENNE,M1,M1,1,2060,,210,266,2895,1687,1673,PETROL,M,2995,250,,,,,,,P,2020,
10175962,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*05,9YA,EA22,1705110,PORSCHE,CAYENNE,M1,M1,1,2060,,210,266,2895,1687,1673,PETROL,M,2995,250,,,,,,,P,2020,
10175963,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*05,9YA,EA22,1705110,PORSCHE,CAYENNE,M1,M1,1,2060,,210,266,2895,1687,1673,PETROL,M,2995,250,,,,,,,P,2020,
10175964,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*05,9YA,EA22,1705110,PORSCHE,CAYENNE,M1,M1,1,2060,,210,266,2895,1687,1673,PETROL,M,2995,250,,,,,,,P,2020,
10175965,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*03,9YA,EA22,2104110,PORSCHE,CAYENNE,M1,M1,1,2105,,215,,2895,1682,1673,PETROL,M,2995,250,,,,,,,P,2020,
10175966,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*05,9YA,EA22,2705110,PORSCHE,CAYENNE,M1,M1,1,2105,,212,,2895,1687,1688,PETROL,M,2995,250,,,,,,,P,2020,
10175967,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*05-w,9YA,EA22,2705110,PORSCHE,CAYENNE,M1,M1,1,2105,,215,271,2895,1687,1688,PETROL,M,2995,250,,,,,,,P,2020,
10175968,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*05-w,9YA,EA22,2705110,PORSCHE,CAYENNE,M1,M1,1,2105,,215,271,2895,1687,1688,PETROL,M,2995,250,,,,,,,P,2020,
10175969,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*07,9YA,EF22,1705100,PORSCHE,CAYENNE E-HYBRID,M1,M1,1,2370,,70,88,2895,1687,1673,PETROL/ELECTRIC,P,2995,250,,,,,,,P,2020,
10175970,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*05,9YA,EF22,1705100,PORSCHE,CAYENNE E-HYBRID,M1,M1,1,2370,,70,,2895,1687,1673,PETROL,H,2995,250,,,,,,,P,2020,
10175971,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*05,9YA,EF22,1705100,PORSCHE,CAYENNE E-HYBRID,M1,M1,1,2370,,70,,2895,1687,1673,PETROL,H,2995,250,,,,,,,P,2020,
10175972,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*05,9YA,EF22,1705100,PORSCHE,CAYENNE E-HYBRID,M1,M1,1,2370,,70,,2895,1687,1673,PETROL,H,2995,250,,,,,,,P,2020,
10175973,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*05,9YA,EF22,1705100,PORSCHE,CAYENNE E-HYBRID,M1,M1,1,2370,,70,,2895,1687,1673,PETROL,H,2995,250,,,,,,,P,2020,
10175974,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*05,9YA,EF22,1705100,PORSCHE,CAYENNE E-HYBRID,M1,M1,1,2370,,70,,2895,1687,1673,PETROL,H,2995,250,,,,,,,P,2020,
10175975,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*06,9YA,EF22,1705100,PORSCHE,CAYENNE E-HYBRID,M1,M1,1,2370,,74,93,2895,1687,1673,PETROL/ELECTRIC,P,2995,250,,,,,,,P,2020,
10175976,CY,,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,e13*2007/46*0900*08,9YA,EF22,2205101,PORSCHE,CAYENNE E-HYBRID,M1,M1,1,2435,,58,70,2895,1687,1688,PETROL/ELECTRIC,P,2995,250,,,,,,,P,2020,
